Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row1.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row2.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row3.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Lumbar.Deflate.Row4.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster,"","branch","","False","","","","Side bolster switches","","",""
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate,"","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1,"","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos1,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos2,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos3,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos4,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row1.Pos5,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2,"","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos1,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos2,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos3,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos4,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row2.Pos5,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3,"","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos1,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos2,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos3,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos4,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row3.Pos5,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4,"","actuator","boolean","True","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos1,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos2,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos3,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos4,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Inflate.Row4.Pos5,"","actuator","boolean","False","","","","Lumbar inflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row1.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row2.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row3.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4,"","actuator","boolean","True","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos1,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos2,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos3,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos4,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.Seat.Switch.SideBolster.Deflate.Row4.Pos5,"","actuator","boolean","False","","","","Lumbar deflation switch engaged","","","",
Vehicle.Cabin.DriverPosition,"","attribute","uint8","False","","","","The position of the driver seat in row 1. (1-5)","","","",[]
Vehicle.Cabin.SeatRowCount,"","attribute","uint8","False","","","","Number of seat rows in vehicle","","","",[]
Vehicle.Cabin.SeatPosCount,"","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",[]
Vehicle.Cabin.SeatPosCount.Row1,"","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.SeatPosCount.Row2,"","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.SeatPosCount.Row3,"","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.SeatPosCount.Row4,"","attribute","uint8","False","","","","Number of seats across each row from the front to the rear","","","",
Vehicle.Cabin.Convertible,"","branch","","False","","","","Convertible roof","","",""
Vehicle.Cabin.Convertible.Status,"","sensor","string","False","","","","Roof status on convertible vehicles","undefined / closed / open / closing / opening / stalled","","",[]
Vehicle.Cabin.SteeringWheel,"","branch","","False","","","","Steering wheel configuration attributes","","",""
Vehicle.Cabin.SteeringWheel.Position,"","attribute","string","False","","","","Position of the steering wheel inside the cabin","front_left / front_right","","",[]
Vehicle.ADAS,"","branch","","False","","","","All Advanced Driver Assist Systems data.","","",""
Vehicle.ADAS.CruiseControl,"","branch","","False","","","","Signals from Cruise Control system","","",""
Vehicle.ADAS.CruiseControl.IsActive,"","actuator","boolean","False","","","","Indicates if cruise control system is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.CruiseControl.SpeedSet,"","actuator","int32","False","km/h","","","Set cruise control speed in kilometers per hour","","","",[]
Vehicle.ADAS.CruiseControl.Error,"","sensor","boolean","False","","","","Indicates if cruise control system incurred and error condition. True = Error. False = NoError.","","","",[]
Vehicle.ADAS.LaneDepartureDetection,"","branch","","False","","","","Signals from Land Departure Detection System","","",""
Vehicle.ADAS.LaneDepartureDetection.IsActive,"","actuator","boolean","False","","","","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.LaneDepartureDetection.Warning,"","sensor","boolean","False","","","","Indicates if lane departure detection registered a lane departure","","","",[]
Vehicle.ADAS.LaneDepartureDetection.Error,"","sensor","boolean","False","","","","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ObstacleDetection,"","branch","","False","","","","Signals form Obstacle Sensor System","","",""
Vehicle.ADAS.ObstacleDetection.IsActive,"","actuator","boolean","False","","","","Indicates if obstacle sensor system is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.ObstacleDetection.Error,"","sensor","boolean","False","","","","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ObstacleDetection.DistanceToObject,"","sensor","uint16","False","m","","","Distance to object in meters","","","",[]
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Front,"","sensor","uint16","True","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Front.Left,"","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Front.Right,"","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Rear,"","sensor","uint16","True","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Rear.Left,"","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ObstacleDetection.DistanceToObject.Rear.Right,"","sensor","uint16","False","m","","","Distance to object in meters","","","",
Vehicle.ADAS.ABS,"","branch","","False","","","","Antilock Braking System signals","","",""
Vehicle.ADAS.ABS.IsActive,"","actuator","boolean","False","","","","Indicates if ABS is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.ABS.Error,"","sensor","boolean","False","","","","Indicates if ABS incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ABS.IsEngaged,"","sensor","boolean","False","","","","Indicates if ABS is currently regulating brake pressure. True = Engaged. False = Not Engaged.","","","",[]
Vehicle.ADAS.TCS,"","branch","","False","","","","Traction Control System signals","","",""
Vehicle.ADAS.TCS.IsActive,"","actuator","boolean","False","","","","Indicates if TCS is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.TCS.Error,"","sensor","boolean","False","","","","Indicates if TCS incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.TCS.IsEngaged,"","sensor","boolean","False","","","","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.","","","",[]
Vehicle.ADAS.ESC,"","branch","","False","","","","Electronic Stability Control System signals","","",""
Vehicle.ADAS.ESC.IsActive,"","actuator","boolean","False","","","","Indicates if ECS is enabled. True = Enabled. False = Disabled.","","","",[]
Vehicle.ADAS.ESC.Error,"","sensor","boolean","False","","","","Indicates if ESC incurred an error condition. True = Error. False = No Error.","","","",[]
Vehicle.ADAS.ESC.IsEngaged,"","sensor","boolean","False","","","","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.","","","",[]
Vehicle.Chassis,"","branch","","False","","","","All data concerning steering, suspension, wheels, and brakes.","","",""
Vehicle.Chassis.CurbWeight,"","attribute","uint16","False","kg","","","Vehicle curb weight, in kg, including all liquids and full tank of fuel, but no cargo or passengers.","","","",[]
Vehicle.Chassis.GrossWeight,"","attribute","uint16","False","kg","","","Curb weight of vehicle, including all liquids and full tank of fuel and full load of cargo and passengers.","","","",[]
Vehicle.Chassis.TowWeight,"","attribute","uint16","False","kg","","","Maximum weight, in kilos, of trailer.","","","",[]
Vehicle.Chassis.Length,"","attribute","uint16","False","mm","","","Overall vehicle length, in mm.","","","",[]
Vehicle.Chassis.Height,"","attribute","uint16","False","mm","","","Overall vehicle height, in mm.","","","",[]
Vehicle.Chassis.Width,"","attribute","uint16","False","mm","","","Overall vehicle width, in mm.","","","",[]
Vehicle.Chassis.Wheelbase,"","attribute","uint16","False","mm","","","Overall wheel base, in mm.","","","",[]
Vehicle.Chassis.Track,"","attribute","uint16","False","mm","","","Overall wheel tracking, in mm.","","","",[]
Vehicle.Chassis.Axle,"","branch","","False","","","","Axle signals","","",""
Vehicle.Chassis.Axle.WheelCount,"","attribute","uint8","True","","","","Number of wheels on the first axle","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.WheelCount.Row1,"","attribute","uint8","False","","","","Number of wheels on the first axle","","","",
Vehicle.Chassis.Axle.WheelCount.Row2,"","attribute","uint8","False","","","","Number of wheels on the first axle","","","",
Vehicle.Chassis.Axle.WheelDiameter,"","attribute","uint8","True","inch","","","Diameter of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.WheelDiameter.Row1,"","attribute","uint8","False","inch","","","Diameter of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.WheelDiameter.Row2,"","attribute","uint8","False","inch","","","Diameter of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.WheelWidth,"","attribute","uint8","True","inch","","","Width of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.WheelWidth.Row1,"","attribute","uint8","False","inch","","","Width of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.WheelWidth.Row2,"","attribute","uint8","False","inch","","","Width of wheels (without tires), in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireDiameter,"","attribute","uint8","True","inch","","","Diameter of tires, in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.TireDiameter.Row1,"","attribute","uint8","False","inch","","","Diameter of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireDiameter.Row2,"","attribute","uint8","False","inch","","","Diameter of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireWidth,"","attribute","uint8","True","inch","","","Width of tires, in inches, as per ETRO / TRA standard.","","","",[['Row[1,2]']]
Vehicle.Chassis.Axle.TireWidth.Row1,"","attribute","uint8","False","inch","","","Width of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.TireWidth.Row2,"","attribute","uint8","False","inch","","","Width of tires, in inches, as per ETRO / TRA standard.","","","",
Vehicle.Chassis.Axle.Wheel,"","branch","","False","","","","Brake signals for first row","","",""
Vehicle.Chassis.Axle.Wheel.Brake,"","branch","","False","","","","Brake signals for wheel","","",""
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel,"","sensor","uint8","True","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Left,"","sensor","uint8","True","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Left.Row1,"","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Left.Row2,"","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Right,"","sensor","uint8","True","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Right.Row1,"","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevel.Right.Row2,"","sensor","uint8","False","percent","","","Brake fluid level as percent. 0 = Empty. 100 = Full.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow,"","sensor","boolean","True","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Left,"","sensor","boolean","True","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Left.Row1,"","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Left.Row2,"","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Right,"","sensor","boolean","True","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Right.Row1,"","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.FluidLevelLow.Right.Row2,"","sensor","boolean","False","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear,"","sensor","uint8","True","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Left,"","sensor","uint8","True","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Left.Row1,"","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Left.Row2,"","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Right,"","sensor","uint8","True","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Right.Row1,"","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.PadWear.Right.Row2,"","sensor","uint8","False","","","","Brake pad wear as percent. 0 = No Wear. 100 = Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn,"","sensor","boolean","True","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Left,"","sensor","boolean","True","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Left.Row1,"","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Left.Row2,"","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Right,"","sensor","boolean","True","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Right.Row1,"","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Brake.BrakesWorn.Right.Row2,"","sensor","boolean","False","","","","Brake pad wear status. True = Worn. False = Not Worn.","","","",
Vehicle.Chassis.Axle.Wheel.Tire,"","branch","","False","","","","Tire signals for wheel","","",""
Vehicle.Chassis.Axle.Wheel.Tire.Pressure,"","sensor","uint8","True","kpa","","","Tire pressure in kilo-Pascal","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Left,"","sensor","uint8","True","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Left.Row1,"","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Left.Row2,"","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Right,"","sensor","uint8","True","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Right.Row1,"","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Pressure.Right.Row2,"","sensor","uint8","False","kpa","","","Tire pressure in kilo-Pascal","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow,"","sensor","boolean","True","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Left,"","sensor","boolean","True","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Left.Row1,"","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Left.Row2,"","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Right,"","sensor","boolean","True","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Right.Row1,"","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.PressureLow.Right.Row2,"","sensor","boolean","False","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature,"","sensor","float","True","celsius","","","Tire temperature in Celsius.","","","",[['Row[1,2]'], ['Left', 'Right']]
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Left,"","sensor","float","True","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Left.Row1,"","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Left.Row2,"","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Right,"","sensor","float","True","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Right.Row1,"","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.Axle.Wheel.Tire.Temperature.Right.Row2,"","sensor","float","False","celsius","","","Tire temperature in Celsius.","","","",
Vehicle.Chassis.AxleCount,"","attribute","uint8","False","","","","Number of axles on the vehicle","","","",[]
Vehicle.Chassis.ParkingBrake,"","branch","","False","","","","Parking brake signals","","",""
